0.225,0.2,0.375,0.2375,0.3125
0.2875,0.25,0.3,0.2625,0.2125
0.3375,0.2,0.2875,0.2375,0.325
0.2875,0.225,0.2375,0.25,0.2375
0.25,0.2,0.2625,0.1875,0.2125
0.833565750693,0.82497577652,0.57125190767,0.152484469198
